Endodermis,Epidermis,Exodermis,GeneralCortex,InnerCortex,MeristematicCortex,MeristematicZone,Phloem,QuiescentCenter,Vasculature,Xylem
Solyc07g019500,Solyc03g120000,Solyc03g119080,Solyc04g040160,Solyc06g074200,,Solyc06g063130,Solyc03g119895,Solyc06g073980,Solyc07g055213,Solyc05g015590
Solyc07g026675,Solyc03g120040,Solyc03g119310,Solyc04g045475,Solyc06g076520,,Solyc06g065335,Solyc03g120120,Solyc06g075040,Solyc07g056160,Solyc05g015725
Solyc07g026680,Solyc03g120580,Solyc03g119810,Solyc04g049640,Solyc06g076570,,Solyc06g066000,Solyc03g120175,Solyc06g076540,Solyc07g056650,Solyc05g016380
Solyc07g039525,Solyc03g120590,Solyc03g119880,Solyc04g050560,Solyc06g082300,,Solyc06g066750,Solyc03g120950,Solyc06g082440,Solyc07g062210,Solyc05g018050
Solyc07g042847,Solyc03g121190,Solyc03g119930,Solyc04g053130,Solyc06g082950,,Solyc06g068470,Solyc03g121420,Solyc06g083800,Solyc07g062680,Solyc05g021167
Solyc07g052250,Solyc03g121890,Solyc03g120475,Solyc04g054340,Solyc06g083130,,Solyc06g069070,Solyc04g005470,Solyc06g083900,Solyc07g062960,Solyc05g021180
Solyc07g052460,Solyc03g122320,Solyc03g120870,Solyc04g054370,Solyc06g083490,,Solyc06g069550,Solyc04g005770,Solyc06g084200,Solyc07g063850,Solyc05g023730
Solyc07g052720,Solyc03g122330,Solyc03g121040,Solyc04g055140,Solyc06g084615,,Solyc06g070910,Solyc04g005810,Solyc06g084483,Solyc07g064050,Solyc05g026420
Solyc07g054220,Solyc03g123930,Solyc03g121280,Solyc04g055250,Solyc07g005190,,Solyc06g071260,Solyc04g007260,Solyc06g084626,Solyc07g065330,Solyc05g039960
Solyc07g054560,Solyc03g124020,Solyc03g121480,Solyc04g064530,Solyc07g005750,,Solyc06g072018,Solyc04g007350,Solyc07g005710,Solyc07g065530,Solyc05g039965
Solyc07g055030,Solyc04g005720,Solyc03g121600,Solyc04g064940,Solyc07g006590,,Solyc06g072240,Solyc04g007880,Solyc07g006490,Solyc07g066190,Solyc05g039990
Solyc07g055760,Solyc04g007090,Solyc03g123860,Solyc04g071150,Solyc07g006680,,Solyc06g072740,Solyc04g007960,Solyc07g007050,Solyc08g005540,Solyc05g041430
Solyc07g056330,Solyc04g007620,Solyc04g005550,Solyc04g071580,Solyc07g006700,,Solyc06g073760,Solyc04g008250,Solyc07g007125,Solyc08g005580,Solyc05g041700
Solyc07g062750,Solyc04g007670,Solyc04g005610,Solyc04g071630,Solyc07g007930,,Solyc06g074230,Solyc04g009150,Solyc07g007330,Solyc08g006090,Solyc05g042122
Solyc07g063165,Solyc04g008100,Solyc04g005790,Solyc04g072500,Solyc07g008310,,Solyc06g076170,Solyc04g009153,Solyc07g008010,Solyc08g006520,Solyc05g044580
Solyc07g063460,Solyc04g008190,Solyc04g007400,Solyc04g072850,Solyc07g008620,,Solyc06g076940,Solyc04g009240,Solyc07g008260,Solyc08g006830,Solyc05g050540
Solyc07g065240,Solyc04g008455,Solyc04g007500,Solyc04g072920,Solyc07g009070,,Solyc06g082030,Solyc04g009260,Solyc07g009230,Solyc08g007070,Solyc05g050735
Solyc07g065730,Solyc04g009610,Solyc04g007540,Solyc04g074130,Solyc07g014620,,Solyc06g083770,Solyc04g014400,Solyc07g009260,Solyc08g007130,Solyc05g050810
Solyc07g065810,Solyc04g010210,Solyc04g007685,Solyc04g074450,Solyc07g014730,,Solyc06g084095,Solyc04g014420,Solyc07g009510,Solyc08g007670,Solyc05g051330
Solyc08g005420,Solyc04g010320,Solyc04g007750,Solyc04g074700,Solyc07g015970,,Solyc06g084220,Solyc04g014480,Solyc07g018235,Solyc08g008250,Solyc05g051615
Solyc08g007250,Solyc04g011480,Solyc04g007900,Solyc04g074810,Solyc07g017535,,Solyc07g005900,Solyc04g015075,Solyc07g019505,Solyc08g008445,Solyc05g052210
Solyc08g007380,Solyc04g011920,Solyc04g008170,Solyc04g074850,Solyc07g017683,,Solyc07g007860,Solyc04g015660,Solyc07g032497,Solyc08g014350,Solyc05g052860
Solyc08g013720,Solyc04g011980,Solyc04g008310,Solyc04g074880,Solyc07g017760,,Solyc07g008410,Solyc04g015980,Solyc07g039270,Solyc08g061060,Solyc05g053715
Solyc08g013770,Solyc04g015200,Solyc04g008570,Solyc04g074900,Solyc07g022900,,Solyc07g008440,Solyc04g016390,Solyc07g039280,Solyc08g061930,Solyc05g054350
Solyc08g013850,Solyc04g015610,Solyc04g009030,Solyc04g076190,Solyc07g026640,,Solyc07g008495,Solyc04g017807,Solyc07g039287,Solyc08g066490,Solyc05g055140
Solyc08g014065,Solyc04g015820,Solyc04g009630,Solyc04g076800,Solyc07g032385,,Solyc07g008530,Solyc04g025040,Solyc07g039295,Solyc08g066650,Solyc05g055430
Solyc08g023580,Solyc04g016180,Solyc04g009780,Solyc04g076980,Solyc07g032640,,Solyc07g008650,Solyc04g026020,Solyc07g039410,Solyc08g066800,Solyc05g055590
Solyc08g028700,Solyc04g016440,Solyc04g009795,Solyc04g077670,Solyc07g040680,,Solyc07g008710,Solyc04g040210,Solyc07g041340,Solyc08g066810,Solyc05g055690
Solyc08g028940,Solyc04g028380,Solyc04g011520,Solyc04g077770,Solyc07g040950,,Solyc07g009170,Solyc04g050990,Solyc07g041680,Solyc08g066860,Solyc06g005050
Solyc08g036560,Solyc04g028400,Solyc04g011640,Solyc04g077950,Solyc07g041780,,Solyc07g009333,Solyc04g051150,Solyc07g041735,Solyc08g067500,Solyc06g005340
Solyc08g036615,Solyc04g040090,Solyc04g014290,Solyc04g079110,Solyc07g042015,,Solyc07g009470,Solyc04g053145,Solyc07g045260,Solyc08g067630,Solyc06g005450
Solyc08g045870,Solyc04g045560,Solyc04g014330,Solyc04g079360,Solyc07g043330,,Solyc07g015985,Solyc04g054260,Solyc07g047750,Solyc08g068160,Solyc06g005520
Solyc08g061107,Solyc04g050310,Solyc04g014470,Solyc04g079470,Solyc07g044860,,Solyc07g017293,Solyc04g054500,Solyc07g049670,Solyc08g068350,Solyc06g008780
Solyc08g061490,Solyc04g050417,Solyc04g014530,Solyc04g079640,Solyc07g045310,,Solyc07g039380,Solyc04g054690,Solyc07g052480,Solyc08g068420,Solyc06g008807
Solyc08g062275,Solyc04g050790,Solyc04g014740,Solyc04g080250,Solyc07g049290,,Solyc07g041290,Solyc04g054720,Solyc07g052690,Solyc08g074683,Solyc06g009340
Solyc08g065820,Solyc04g051120,Solyc04g014990,Solyc04g080630,Solyc07g052290,,Solyc07g041500,Solyc04g058080,Solyc07g053890,Solyc08g074865,Solyc06g009375
Solyc08g066140,Solyc04g054760,Solyc04g015040,Solyc04g082010,Solyc07g052440,,Solyc07g042300,Solyc04g071490,Solyc07g054090,Solyc08g075510,Solyc06g009890
Solyc08g066190,Solyc04g056330,Solyc04g016070,Solyc04g082250,Solyc07g052707,,Solyc07g042950,Solyc04g072030,Solyc07g054780,Solyc08g075840,Solyc06g017850
Solyc08g066290,Solyc04g056507,Solyc04g040120,Solyc04g082630,Solyc07g052850,,Solyc07g042960,Solyc04g072780,Solyc07g055220,Solyc08g076685,Solyc06g018000
Solyc08g066940,Solyc04g056620,Solyc04g049970,Solyc05g005180,Solyc07g053630,,Solyc07g042970,Solyc04g072890,Solyc07g055610,Solyc08g077900,Solyc06g019200
Solyc08g067840,Solyc04g071270,Solyc04g050270,Solyc05g005260,Solyc07g056540,,Solyc07g043070,Solyc04g074520,Solyc07g055690,Solyc08g079005,Solyc06g024415
Solyc08g075705,Solyc04g074390,Solyc04g054340,Solyc05g005680,Solyc07g056670,,Solyc07g048000,Solyc04g077010,Solyc07g062900,Solyc08g079120,Solyc06g025425
Solyc08g075825,Solyc04g074400,Solyc04g054520,Solyc05g005873,Solyc07g061790,,Solyc07g049230,Solyc04g077050,Solyc07g063780,Solyc08g079240,Solyc06g035420
Solyc08g076520,Solyc04g074470,Solyc04g054800,Solyc05g005930,Solyc07g062060,,Solyc07g052740,Solyc04g077690,Solyc07g065970,Solyc08g079740,Solyc06g035620
Solyc08g076890,Solyc04g074780,Solyc04g055100,Solyc05g006340,Solyc07g062170,,Solyc07g053570,Solyc04g077925,Solyc07g066340,Solyc08g080100,Solyc06g035960
Solyc08g078190,Solyc04g074920,Solyc04g055207,Solyc05g006750,Solyc07g062740,,Solyc07g053580,Solyc04g078110,Solyc07g066360,Solyc08g080250,Solyc06g036210
Solyc08g079110,Solyc04g074930,Solyc04g057940,Solyc05g007230,Solyc07g062820,,Solyc07g053940,Solyc04g078590,Solyc07g066450,Solyc08g080390,Solyc06g036467
Solyc08g081195,Solyc04g074950,Solyc04g064530,Solyc05g007470,Solyc07g064690,,Solyc07g054480,Solyc04g079960,Solyc08g005220,Solyc08g080920,Solyc06g043113
Solyc08g081230,Solyc04g076130,Solyc04g071150,Solyc05g007980,Solyc07g064940,,Solyc07g054600,Solyc04g079990,Solyc08g005640,Solyc08g081493,Solyc06g048890
Solyc08g082960,Solyc04g076710,Solyc04g071290,Solyc05g008630,Solyc07g065220,,Solyc07g054760,Solyc04g080120,Solyc08g006254,Solyc08g081520,Solyc06g048900
Solyc08g083155,Solyc04g077130,Solyc04g071630,Solyc05g009300,Solyc07g066310,,Solyc07g054870,Solyc04g080260,Solyc08g006256,Solyc08g081570,Solyc06g048920
Solyc09g005520,Solyc04g077240,Solyc04g071870,Solyc05g010320,Solyc08g006250,,Solyc07g055840,Solyc04g080420,Solyc08g006850,Solyc08g081830,Solyc06g049030
Solyc09g006000,Solyc04g077250,Solyc04g071900,Solyc05g010517,Solyc08g006770,,Solyc07g055940,Solyc04g080510,Solyc08g007100,Solyc08g082000,Solyc06g051190
Solyc09g007720,Solyc04g077835,Solyc04g074420,Solyc05g011860,Solyc08g006970,,Solyc07g056460,Solyc04g080520,Solyc08g007475,Solyc08g082345,Solyc06g051370
Solyc09g008505,Solyc04g077840,Solyc04g074430,Solyc05g011890,Solyc08g007580,,Solyc07g061890,Solyc04g081120,Solyc08g008010,Solyc09g007420,Solyc06g052020
Solyc09g008770,Solyc04g078040,Solyc04g074450,Solyc05g011940,Solyc08g008440,,Solyc07g062930,Solyc04g081390,Solyc08g016797,Solyc09g008530,Solyc06g053675
Solyc09g009130,Solyc04g078360,Solyc04g074590,Solyc05g012370,Solyc08g008500,,Solyc07g063020,Solyc04g081460,Solyc08g028915,Solyc09g008750,Solyc06g059805
Solyc09g009360,Solyc04g078500,Solyc04g074680,Solyc05g012580,Solyc08g013670,,Solyc07g063090,Solyc04g081560,Solyc08g036500,Solyc09g009700,Solyc06g060535
Solyc09g009430,Solyc04g079410,Solyc04g074700,Solyc05g013060,Solyc08g013756,,Solyc07g063140,Solyc04g081590,Solyc08g036520,Solyc09g009720,Solyc06g062310
Solyc09g009760,Solyc04g079600,Solyc04g074830,Solyc05g013380,Solyc08g013758,,Solyc07g063170,Solyc04g081910,Solyc08g044270,Solyc09g011045,Solyc06g064680
Solyc09g010564,Solyc04g079680,Solyc04g076190,Solyc05g015720,Solyc08g014090,,Solyc07g063290,Solyc04g081990,Solyc08g060860,Solyc09g011960,Solyc06g068065
Solyc09g010566,Solyc04g079700,Solyc04g076355,Solyc05g018653,Solyc08g016000,,Solyc07g064310,Solyc04g082220,Solyc08g066320,Solyc09g014240,Solyc06g068630
Solyc09g011023,Solyc04g079820,Solyc04g076980,Solyc05g018930,Solyc08g021890,,Solyc07g064920,Solyc04g082520,Solyc08g066620,Solyc09g014520,Solyc06g068790
Solyc09g011780,Solyc04g080840,Solyc04g077000,Solyc05g024260,Solyc08g023540,,Solyc07g065180,Solyc05g005040,Solyc08g066640,Solyc09g014870,Solyc06g068940
Solyc09g013160,Solyc04g080950,Solyc04g077670,Solyc05g025910,Solyc08g028780,,Solyc07g065460,Solyc05g005320,Solyc08g067510,Solyc09g015020,Solyc06g069350
Solyc09g015000,Solyc04g080955,Solyc04g079030,Solyc05g026045,Solyc08g028900,,Solyc07g065540,Solyc05g005460,Solyc08g067595,Solyc09g015475,Solyc06g069790
Solyc09g015320,Solyc04g080990,Solyc04g079360,Solyc05g041540,Solyc08g062290,,Solyc07g065590,Solyc05g006000,Solyc08g068590,Solyc09g018490,Solyc06g070900
Solyc09g015330,Solyc04g081130,Solyc04g079520,Solyc05g044630,Solyc08g062610,,Solyc07g065720,Solyc05g006020,Solyc08g075000,Solyc09g025245,Solyc06g071580
Solyc09g015770,Solyc04g081220,Solyc04g079640,Solyc05g045705,Solyc08g063040,,Solyc07g065940,Solyc05g006160,Solyc08g075500,Solyc09g037083,Solyc06g072370
Solyc09g018890,Solyc04g082190,Solyc04g079760,Solyc05g047580,Solyc08g068230,,Solyc07g066540,Solyc05g006210,Solyc08g077950,Solyc09g055830,Solyc06g072430
Solyc09g037087,Solyc04g082870,Solyc04g079845,Solyc05g049940,Solyc08g068700,,Solyc08g005060,Solyc05g006580,Solyc08g078490,Solyc09g057903,Solyc06g072540
Solyc09g037130,Solyc05g005520,Solyc04g080250,Solyc05g050130,Solyc08g074480,,Solyc08g005210,Solyc05g006610,Solyc08g080030,Solyc09g061450,Solyc06g072900
Solyc09g055700,Solyc05g006010,Solyc04g080310,Solyc05g050280,Solyc08g075810,,Solyc08g006100,Solyc05g006690,Solyc08g080580,Solyc09g061930,Solyc06g073137
Solyc09g057587,Solyc05g006110,Solyc04g080380,Solyc05g050500,Solyc08g077530,,Solyc08g006180,Solyc05g006700,Solyc08g082560,Solyc09g065590,Solyc06g076110
Solyc09g057760,Solyc05g006607,Solyc04g080630,Solyc05g050530,Solyc08g078010,,Solyc08g006240,Solyc05g006830,Solyc08g083230,Solyc09g065655,Solyc06g082915
Solyc09g057940,Solyc05g006705,Solyc04g080750,Solyc05g050720,Solyc08g078870,,Solyc08g007200,Solyc05g006850,Solyc09g005030,Solyc09g072660,Solyc06g083160
Solyc09g059250,Solyc05g006920,Solyc04g081320,Solyc05g051620,Solyc08g078910,,Solyc08g014050,Solyc05g006860,Solyc09g007130,Solyc09g072820,Solyc06g083250
Solyc09g059285,Solyc05g007550,Solyc04g081860,Solyc05g052030,Solyc08g078930,,Solyc08g014100,Solyc05g006870,Solyc09g007890,Solyc09g072970,Solyc06g083570
Solyc09g059380,Solyc05g007580,Solyc04g082010,Solyc05g052470,Solyc08g078940,,Solyc08g016580,Solyc05g007680,Solyc09g009300,Solyc09g074920,Solyc06g084120
Solyc09g059430,Solyc05g007940,Solyc04g082050,Solyc05g052680,Solyc08g078950,,Solyc08g022240,Solyc05g007720,Solyc09g010870,Solyc09g075100,Solyc06g084130
Solyc09g060100,Solyc05g008020,Solyc04g082500,Solyc05g052820,Solyc08g079230,,Solyc08g023285,Solyc05g008390,Solyc09g011070,Solyc09g075900,Solyc07g005070
Solyc09g063010,Solyc05g008150,Solyc04g082630,Solyc05g053950,Solyc08g079590,,Solyc08g042140,Solyc05g008890,Solyc09g011190,Solyc09g082900,Solyc07g005280
Solyc09g063015,Solyc05g008595,Solyc04g083150,Solyc05g054860,Solyc08g080040,,Solyc08g048540,Solyc05g009100,Solyc09g011370,Solyc09g083320,Solyc07g006340
Solyc09g064320,Solyc05g009130,Solyc05g005180,Solyc05g055270,Solyc08g080670,,Solyc08g048545,Solyc05g009250,Solyc09g011710,Solyc09g090440,Solyc07g006990
Solyc09g064365,Solyc05g009170,Solyc05g005280,Solyc05g055380,Solyc08g082590,,Solyc08g061630,Solyc05g009430,Solyc09g013140,Solyc09g090910,Solyc07g008140
Solyc09g064750,Solyc05g009180,Solyc05g005680,Solyc05g055910,Solyc09g007050,,Solyc08g065470,Solyc05g009730,Solyc09g014510,Solyc09g091140,Solyc07g008500
Solyc09g065020,Solyc05g009460,Solyc05g005930,Solyc05g055990,Solyc09g007060,,Solyc08g066590,Solyc05g012400,Solyc09g015450,Solyc09g092340,Solyc07g009030
Solyc09g065490,Solyc05g009470,Solyc05g006340,Solyc05g056070,Solyc09g007790,,Solyc08g067200,Solyc05g012550,Solyc09g015850,Solyc09g097965,Solyc07g009440
Solyc09g065580,Solyc05g009520,Solyc05g006390,Solyc05g056200,Solyc09g007850,,Solyc08g068017,Solyc05g013620,Solyc09g018280,Solyc09g098270,Solyc07g014605
Solyc09g065790,Solyc05g010250,Solyc05g006670,Solyc05g056470,Solyc09g008913,,Solyc08g068030,Solyc05g013630,Solyc09g018440,Solyc10g005750,Solyc07g017347
Solyc09g066505,Solyc05g010423,Solyc05g006750,Solyc06g005610,Solyc09g009200,,Solyc08g068085,Solyc05g013640,Solyc09g018950,Solyc10g007710,Solyc07g017530
Solyc09g082400,Solyc05g010560,Solyc05g007065,Solyc06g005640,Solyc09g009250,,Solyc08g068090,Solyc05g013760,Solyc09g055850,Solyc10g008250,Solyc07g017820
Solyc09g083020,Solyc05g010640,Solyc05g007110,Solyc06g007760,Solyc09g009590,,Solyc08g068460,Solyc05g013850,Solyc09g059290,Solyc10g008780,Solyc07g021030
Solyc09g083090,Solyc05g010775,Solyc05g007230,Solyc06g007970,Solyc09g009920,,Solyc08g068530,Solyc05g013860,Solyc09g063140,Solyc10g009360,Solyc07g021050
Solyc09g089550,Solyc05g011840,Solyc05g007470,Solyc06g008120,Solyc09g010000,,Solyc08g076120,Solyc05g013870,Solyc09g065457,Solyc10g009410,Solyc07g021650
Solyc09g090530,Solyc05g012250,Solyc05g008070,Solyc06g008590,Solyc09g010110,,Solyc08g076330,Solyc05g014250,Solyc09g075660,Solyc10g018100,Solyc07g025240
Solyc09g091700,Solyc05g012870,Solyc05g008100,Solyc06g008800,Solyc09g010700,,Solyc08g077100,Solyc05g015470,Solyc09g082720,Solyc10g039290,Solyc07g025250
Solyc09g097920,Solyc05g013020,Solyc05g008510,Solyc06g008840,Solyc09g015130,,Solyc08g077140,Solyc05g015700,Solyc09g082960,Solyc10g044543,Solyc07g038110
Solyc09g098030,Solyc05g013180,Solyc05g008640,Solyc06g009370,Solyc09g015360,,Solyc08g077280,Solyc05g016320,Solyc09g083105,Solyc10g049580,Solyc07g040730
Solyc10g006550,Solyc05g013470,Solyc05g009120,Solyc06g009770,Solyc09g015380,,Solyc08g077840,Solyc05g016390,Solyc09g083360,Solyc10g054663,Solyc07g040970
Solyc10g006830,Solyc05g015300,Solyc05g009340,Solyc06g010240,Solyc09g057583,,Solyc08g078087,Solyc05g020010,Solyc09g089730,Solyc10g055200,Solyc07g041170
Solyc10g006870,Solyc05g015330,Solyc05g009550,Solyc06g011350,Solyc09g059990,,Solyc08g078310,Solyc05g024160,Solyc09g090830,Solyc10g055260,Solyc07g041240
Solyc10g008160,Solyc05g016253,Solyc05g009590,Solyc06g033980,Solyc09g065560,,Solyc08g078850,Solyc05g026180,Solyc09g091000,Solyc10g055270,Solyc07g042850
Solyc10g008350,Solyc05g018120,Solyc05g010030,Solyc06g036100,Solyc09g065910,,Solyc08g078990,Solyc05g026227,Solyc09g091200,Solyc10g074920,Solyc07g045300
Solyc10g008470,Solyc05g018235,Solyc05g010350,Solyc06g036680,Solyc09g072610,,Solyc08g079640,Solyc05g041330,Solyc09g091410,Solyc10g074950,Solyc07g052040
Solyc10g008620,Solyc05g018640,Solyc05g011850,Solyc06g048820,Solyc09g072700,,Solyc08g081820,Solyc05g041340,Solyc09g098210,Solyc10g075030,Solyc07g055110
Solyc10g008730,Solyc05g023720,Solyc05g011860,Solyc06g050130,Solyc09g072900,,Solyc08g082890,Solyc05g041570,Solyc09g098390,Solyc10g076570,Solyc07g061930
Solyc10g009010,Solyc05g024340,Solyc05g011940,Solyc06g050700,Solyc09g074310,,Solyc09g005880,Solyc05g047710,Solyc10g005630,Solyc10g076780,Solyc07g062230
Solyc10g009100,Solyc05g031600,Solyc05g012570,Solyc06g050715,Solyc09g075220,,Solyc09g007390,Solyc05g050240,Solyc10g006155,Solyc10g076830,Solyc07g062270
Solyc10g011760,Solyc05g041870,Solyc05g012580,Solyc06g050760,Solyc09g082120,,Solyc09g007800,Solyc05g051270,Solyc10g006170,Solyc10g078370,Solyc07g062470
Solyc10g017570,Solyc05g041920,Solyc05g012730,Solyc06g051960,Solyc09g082300,,Solyc09g007830,Solyc05g051350,Solyc10g006295,Solyc10g078470,Solyc07g063970
Solyc10g017900,Solyc05g041995,Solyc05g012820,Solyc06g053370,Solyc09g083230,,Solyc09g008030,Solyc05g051400,Solyc10g007030,Solyc10g079810,Solyc07g064600
Solyc10g031560,Solyc05g043360,Solyc05g013310,Solyc06g053600,Solyc09g089880,,Solyc09g008080,Solyc05g052130,Solyc10g007310,Solyc10g080890,Solyc07g065390
Solyc10g044700,Solyc05g046000,Solyc05g013480,Solyc06g054260,Solyc09g090410,,Solyc09g009460,Solyc05g052910,Solyc10g009130,Solyc10g081300,Solyc07g065445
Solyc10g047090,Solyc05g046110,Solyc05g013560,Solyc06g054270,Solyc09g090960,,Solyc09g009560,Solyc05g053270,Solyc10g009570,Solyc10g081890,Solyc08g005370
Solyc10g047420,Solyc05g047560,Solyc05g014280,Solyc06g054300,Solyc09g091060,,Solyc09g010200,Solyc05g053370,Solyc10g011940,Solyc10g082040,Solyc08g005390
Solyc10g047440,Solyc05g049970,Solyc05g015480,Solyc06g059870,Solyc09g097910,,Solyc09g011200,Solyc05g053490,Solyc10g017495,Solyc10g083530,Solyc08g006220
Solyc10g047643,Solyc05g050380,Solyc05g018653,Solyc06g060310,Solyc09g098290,,Solyc09g011490,Solyc05g053870,Solyc10g018840,Solyc10g083670,Solyc08g006251
Solyc10g047823,Solyc05g050695,Solyc05g018760,Solyc06g060340,Solyc09g098770,,Solyc09g018040,Solyc05g054510,Solyc10g018980,Solyc10g084240,Solyc08g007280
Solyc10g049470,Solyc05g050730,Solyc05g025600,Solyc06g060520,Solyc10g006157,,Solyc09g018070,Solyc05g055480,Solyc10g044840,Solyc10g084630,Solyc08g007740
Solyc10g049570,Solyc05g051210,Solyc05g025910,Solyc06g060560,Solyc10g006330,,Solyc09g018720,Solyc05g055510,Solyc10g045320,Solyc10g084745,Solyc08g014430
Solyc10g051130,Solyc05g051650,Solyc05g026373,Solyc06g060620,Solyc10g006660,,Solyc09g031760,Solyc05g055950,Solyc10g047410,Solyc10g084810,Solyc08g022170
Solyc10g074680,Solyc05g051710,Solyc05g032640,Solyc06g060760,Solyc10g007000,,Solyc09g056390,Solyc05g055960,Solyc10g048065,Solyc10g084860,Solyc08g023530
Solyc10g078495,Solyc05g051910,Solyc05g042124,Solyc06g061070,Solyc10g007730,,Solyc09g061830,Solyc05g056060,Solyc10g049420,Solyc10g084980,Solyc08g023570
Solyc10g079650,Solyc05g051920,Solyc05g046010,Solyc06g061100,Solyc10g008500,,Solyc09g064500,Solyc05g056080,Solyc10g050200,Solyc10g084990,Solyc08g023593
Solyc10g080000,Solyc05g052610,Solyc05g046020,Solyc06g063370,Solyc10g008850,,Solyc09g064850,Solyc05g056385,Solyc10g051020,Solyc10g085090,Solyc08g028880
Solyc10g080040,Solyc05g052650,Solyc05g046030,Solyc06g065390,Solyc10g012005,,Solyc09g072580,Solyc06g005130,Solyc10g055540,Solyc10g085450,Solyc08g041800
Solyc10g080560,Solyc05g052660,Solyc05g046140,Solyc06g065970,Solyc10g018300,,Solyc09g075230,Solyc06g005390,Solyc10g055700,Solyc10g085750,Solyc08g044345
Solyc10g081700,Solyc05g052670,Solyc05g046180,Solyc06g065990,Solyc10g018540,,Solyc09g075740,Solyc06g007140,Solyc10g061860,Solyc10g086630,Solyc08g045880
Solyc10g081980,Solyc05g053120,Solyc05g049990,Solyc06g066830,Solyc10g050063,,Solyc09g082190,Solyc06g007610,Solyc10g062330,Solyc11g005280,Solyc08g060845
Solyc10g083730,Solyc05g054120,Solyc05g050110,Solyc06g067860,Solyc10g050210,,Solyc09g083030,Solyc06g008930,Solyc10g075110,Solyc11g005937,Solyc08g061160
Solyc10g084910,Solyc05g054650,Solyc05g050790,Solyc06g067870,Solyc10g054665,,Solyc09g090690,Solyc06g009780,Solyc10g076460,Solyc11g006530,Solyc08g061230
Solyc10g085130,Solyc05g055320,Solyc05g052240,Solyc06g067980,Solyc10g074580,,Solyc09g097860,Solyc06g009810,Solyc10g077130,Solyc11g006920,Solyc08g061240
Solyc10g085290,Solyc05g055343,Solyc05g052245,Solyc06g068450,Solyc10g076180,,Solyc09g098090,Solyc06g011375,Solyc10g079550,Solyc11g007330,Solyc08g062960
Solyc10g085930,Solyc05g055500,Solyc05g052250,Solyc06g068690,Solyc10g077040,,Solyc10g005090,Solyc06g018100,Solyc10g080120,Solyc11g009060,Solyc08g065370
Solyc10g086690,Solyc05g055810,Solyc05g052280,Solyc06g068850,Solyc10g077090,,Solyc10g005140,Solyc06g034390,Solyc10g081220,Solyc11g010440,Solyc08g065620
Solyc11g006115,Solyc05g056550,Solyc05g052360,Solyc06g069030,Solyc10g077120,,Solyc10g005280,Solyc06g048865,Solyc10g081250,Solyc11g010800,Solyc08g066390
Solyc11g006140,Solyc06g005620,Solyc05g052370,Solyc06g069385,Solyc10g078570,,Solyc10g005740,Solyc06g048930,Solyc10g083710,Solyc11g011300,Solyc08g066450
Solyc11g006480,Solyc06g005710,Solyc05g052600,Solyc06g069690,Solyc10g078590,,Solyc10g005780,Solyc06g050440,Solyc10g084000,Solyc11g012090,Solyc08g067320
Solyc11g007530,Solyc06g005755,Solyc05g052680,Solyc06g069900,Solyc10g079040,,Solyc10g005910,Solyc06g053210,Solyc10g084300,Solyc11g012260,Solyc08g067730
Solyc11g007803,Solyc06g005840,Solyc05g052830,Solyc06g071670,Solyc10g079360,,Solyc10g006040,Solyc06g053290,Solyc10g086470,Solyc11g012560,Solyc08g068380
Solyc11g008215,Solyc06g005980,Solyc05g053480,Solyc06g071790,Solyc10g079780,,Solyc10g006310,Solyc06g054145,Solyc11g006230,Solyc11g012590,Solyc08g068850
Solyc11g011890,Solyc06g007370,Solyc05g053500,Solyc06g072530,Solyc10g080230,,Solyc10g007520,Solyc06g054320,Solyc11g006640,Solyc11g012785,Solyc08g069060
Solyc11g012540,Solyc06g007390,Solyc05g054860,Solyc06g073060,Solyc10g081340,,Solyc10g008390,Solyc06g054440,Solyc11g006820,Solyc11g012940,Solyc08g074260
Solyc11g018535,Solyc06g007420,Solyc05g054890,Solyc06g074050,Solyc10g083880,,Solyc10g047200,Solyc06g054550,Solyc11g011040,Solyc11g013310,Solyc08g074565
Solyc11g020210,Solyc06g007650,Solyc05g055220,Solyc06g074190,Solyc10g084120,,Solyc10g049650,Solyc06g060590,Solyc11g011548,Solyc11g013330,Solyc08g074887
Solyc11g020690,Solyc06g009040,Solyc05g055550,Solyc06g074200,Solyc10g084180,,Solyc10g051135,Solyc06g060820,Solyc11g012170,Solyc11g020050,Solyc08g075680
Solyc11g021230,Solyc06g009390,Solyc05g055700,Solyc06g075650,Solyc10g085230,,Solyc10g055740,Solyc06g060890,Solyc11g012610,Solyc11g030475,Solyc08g077070
Solyc11g021280,Solyc06g009510,Solyc05g055740,Solyc06g076520,Solyc10g086580,,Solyc10g061970,Solyc06g061080,Solyc11g012745,Solyc11g050890,Solyc08g078630
Solyc11g027920,Solyc06g009900,Solyc05g056325,Solyc06g076570,Solyc11g005390,,Solyc10g074540,Solyc06g061250,Solyc11g013155,Solyc11g062290,Solyc08g078750
Solyc11g030865,Solyc06g010250,Solyc05g056450,Solyc06g082210,Solyc11g005650,,Solyc10g075020,Solyc06g062900,Solyc11g017290,Solyc11g066450,Solyc08g078785
Solyc11g040173,Solyc06g030590,Solyc06g005610,Solyc06g082300,Solyc11g007990,,Solyc10g076730,Solyc06g063160,Solyc11g017400,Solyc11g066590,Solyc08g079480
Solyc11g042820,Solyc06g034130,Solyc06g007515,Solyc06g082950,Solyc11g010380,,Solyc10g076810,Solyc06g065620,Solyc11g018560,Solyc11g066950,Solyc08g083200
